timestamp,total_count_all_0,new_count_all_0,removed_count_all_0,q_all_0,k_all_0,v_all_0,total_count_truck_0,new_count_truck_0,removed_count_truck_0,q_truck_0,k_truck_0,v_truck_0,total_count_bus_0,new_count_bus_0,removed_count_bus_0,q_bus_0,k_bus_0,v_bus_0,total_count_car_0,new_count_car_0,removed_count_car_0,q_car_0,k_car_0,v_car_0,timestamp.1,total_count_all_1,new_count_all_1,removed_count_all_1,q_all_1,k_all_1,v_all_1,total_count_truck_1,new_count_truck_1,removed_count_truck_1,q_truck_1,k_truck_1,v_truck_1,total_count_bus_1,new_count_bus_1,removed_count_bus_1,q_bus_1,k_bus_1,v_bus_1,total_count_car_1,new_count_car_1,removed_count_car_1,q_car_1,k_car_1,v_car_1,timestamp.2,total_count_all_2,new_count_all_2,removed_count_all_2,q_all_2,k_all_2,v_all_2,total_count_truck_2,new_count_truck_2,removed_count_truck_2,q_truck_2,k_truck_2,v_truck_2,total_count_bus_2,new_count_bus_2,removed_count_bus_2,q_bus_2,k_bus_2,v_bus_2,total_count_car_2,new_count_car_2,removed_count_car_2,q_car_2,k_car_2,v_car_2,overall_congestion
2024-05-01 11:52:20,4,4,0,4,0.1333333333333333,30.0,4,4,0,4,0.1333333333333333,30.0,4,4,0,4,0.1333333333333333,30.0,4,4,0,4,0.1333333333333333,30.0,2024-05-01 11:52:20,6,6,0,6,0.2,30.0,6,6,0,6,0.2,30.0,6,6,0,6,0.2,30.0,6,6,0,6,0.2,30.0,2024-05-01 11:52:20,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,
2024-05-01 11:52:30,6,2,3,2,0.2,10.0,6,2,3,2,0.2,10.0,6,2,3,2,0.2,10.0,6,2,3,2,0.2,10.0,2024-05-01 11:52:30,9,3,0,3,0.3,10.0,9,3,0,3,0.3,10.0,9,3,0,3,0.3,10.0,9,3,0,3,0.3,10.0,2024-05-01 11:52:30,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,
2024-05-01 11:52:40,16,10,2,10,0.5333333333333333,18.75,16,10,2,10,0.5333333333333333,18.75,16,10,2,10,0.5333333333333333,18.75,16,10,2,10,0.5333333333333333,18.75,2024-05-01 11:52:40,16,7,5,7,0.5333333333333333,13.125,16,7,5,7,0.5333333333333333,13.125,16,7,5,7,0.5333333333333333,13.125,16,7,5,7,0.5333333333333333,13.125,2024-05-01 11:52:40,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,
2024-05-01 11:52:50,21,6,11,6,0.7,8.571428571428571,21,6,11,6,0.7,8.571428571428571,21,6,11,6,0.7,8.571428571428571,21,6,11,6,0.7,8.571428571428571,2024-05-01 11:52:50,25,10,6,10,0.8333333333333334,12.0,25,10,6,10,0.8333333333333334,12.0,25,10,6,10,0.8333333333333334,12.0,25,10,6,10,0.8333333333333334,12.0,2024-05-01 11:52:50,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,
2024-05-01 11:53:00,28,7,6,7,0.9333333333333332,7.5,28,7,6,7,0.9333333333333332,7.5,28,7,6,7,0.9333333333333332,7.5,28,7,6,7,0.9333333333333332,7.5,2024-05-01 11:53:00,31,7,7,7,1.0333333333333334,6.774193548387096,31,7,7,7,1.0333333333333334,6.774193548387096,31,7,7,7,1.0333333333333334,6.774193548387096,31,7,7,7,1.0333333333333334,6.774193548387096,2024-05-01 11:53:00,2,2,0,2,0.0666666666666666,30.0,2,2,0,2,0.0666666666666666,30.0,2,2,0,2,0.0666666666666666,30.0,2,2,0,2,0.0666666666666666,30.0,0.007596296296296297
2024-05-01 11:53:10,28,1,5,1,0.9333333333333332,1.0714285714285714,28,1,5,1,0.9333333333333332,1.0714285714285714,28,1,5,1,0.9333333333333332,1.0714285714285714,28,1,5,1,0.9333333333333332,1.0714285714285714,2024-05-01 11:53:10,35,6,9,6,1.1666666666666667,5.142857142857142,35,6,9,6,1.1666666666666667,5.142857142857142,35,6,9,6,1.1666666666666667,5.142857142857142,35,6,9,6,1.1666666666666667,5.142857142857142,2024-05-01 11:53:10,2,0,1,0,0.0666666666666666,0.0,2,0,1,0,0.0666666666666666,0.0,2,0,1,0,0.0666666666666666,0.0,2,0,1,0,0.0666666666666666,0.0,0.010804761904761904
2024-05-01 11:53:20,30,2,2,2,1.0,2.0,30,2,2,2,1.0,2.0,30,2,2,2,1.0,2.0,30,2,2,2,1.0,2.0,2024-05-01 11:53:20,37,2,7,2,1.2333333333333334,1.6216216216216215,37,2,7,2,1.2333333333333334,1.6216216216216215,37,2,7,2,1.2333333333333334,1.6216216216216215,37,2,7,2,1.2333333333333334,1.6216216216216215,2024-05-01 11:53:20,2,0,0,0,0.0666666666666666,0.0,2,0,0,0,0.0666666666666666,0.0,2,0,0,0,0.0666666666666666,0.0,2,0,0,0,0.0666666666666666,0.0,0.012133333333333335
2024-05-01 11:53:30,37,7,1,7,1.2333333333333334,5.675675675675675,37,7,1,7,1.2333333333333334,5.675675675675675,37,7,1,7,1.2333333333333334,5.675675675675675,37,7,1,7,1.2333333333333334,5.675675675675675,2024-05-01 11:53:30,38,1,2,1,1.2666666666666666,0.7894736842105263,38,1,2,1,1.2666666666666666,0.7894736842105263,38,1,2,1,1.2666666666666666,0.7894736842105263,38,1,2,1,1.2666666666666666,0.7894736842105263,2024-05-01 11:53:30,3,1,1,1,0.1,10.0,3,1,1,1,0.1,10.0,3,1,1,1,0.1,10.0,3,1,1,1,0.1,10.0,0.0067333333333333325
2024-05-01 11:53:40,42,5,5,5,1.4,3.571428571428572,42,5,5,5,1.4,3.571428571428572,42,5,5,5,1.4,3.571428571428572,42,5,5,5,1.4,3.571428571428572,2024-05-01 11:53:40,43,6,1,6,1.4333333333333331,4.186046511627907,43,6,1,6,1.4333333333333331,4.186046511627907,43,6,1,6,1.4333333333333331,4.186046511627907,43,6,1,6,1.4333333333333331,4.186046511627907,2024-05-01 11:53:40,4,1,0,1,0.1333333333333333,7.5,4,1,0,1,0.1333333333333333,7.5,4,1,0,1,0.1333333333333333,7.5,4,1,0,1,0.1333333333333333,7.5,0.011947619047619045
2024-05-01 11:53:50,48,6,8,6,1.6,3.75,48,6,8,6,1.6,3.75,48,6,8,6,1.6,3.75,48,6,8,6,1.6,3.75,2024-05-01 11:53:50,47,5,3,5,1.5666666666666669,3.191489361702128,47,5,3,5,1.5666666666666669,3.191489361702128,47,5,3,5,1.5666666666666669,3.191489361702128,47,5,3,5,1.5666666666666669,3.191489361702128,2024-05-01 11:53:50,7,3,1,3,0.2333333333333333,12.857142857142858,7,3,1,3,0.2333333333333333,12.857142857142858,7,3,1,3,0.2333333333333333,12.857142857142858,7,3,1,3,0.2333333333333333,12.857142857142858,0.010241666666666666
