timestamp,total_count_all_0,new_count_all_0,removed_count_all_0,q_all_0,k_all_0,v_all_0,total_count_truck_0,new_count_truck_0,removed_count_truck_0,q_truck_0,k_truck_0,v_truck_0,total_count_bus_0,new_count_bus_0,removed_count_bus_0,q_bus_0,k_bus_0,v_bus_0,total_count_car_0,new_count_car_0,removed_count_car_0,q_car_0,k_car_0,v_car_0,timestamp.1,total_count_all_1,new_count_all_1,removed_count_all_1,q_all_1,k_all_1,v_all_1,total_count_truck_1,new_count_truck_1,removed_count_truck_1,q_truck_1,k_truck_1,v_truck_1,total_count_bus_1,new_count_bus_1,removed_count_bus_1,q_bus_1,k_bus_1,v_bus_1,total_count_car_1,new_count_car_1,removed_count_car_1,q_car_1,k_car_1,v_car_1,timestamp.2,total_count_all_2,new_count_all_2,removed_count_all_2,q_all_2,k_all_2,v_all_2,total_count_truck_2,new_count_truck_2,removed_count_truck_2,q_truck_2,k_truck_2,v_truck_2,total_count_bus_2,new_count_bus_2,removed_count_bus_2,q_bus_2,k_bus_2,v_bus_2,total_count_car_2,new_count_car_2,removed_count_car_2,q_car_2,k_car_2,v_car_2,overall_congestion
2024-05-01 14:08:00,3,3,0,3,0.1,30.0,3,3,0,3,0.1,30.0,3,3,0,3,0.1,30.0,3,3,0,3,0.1,30.0,2024-05-01 14:08:00,4,4,0,4,0.1333333333333333,30.0,4,4,0,4,0.1333333333333333,30.0,4,4,0,4,0.1333333333333333,30.0,4,4,0,4,0.1333333333333333,30.0,2024-05-01 14:08:00,2,2,0,2,0.0666666666666666,30.0,2,2,0,2,0.0666666666666666,30.0,2,2,0,2,0.0666666666666666,30.0,2,2,0,2,0.0666666666666666,30.0,0.0007777777777777774
2024-05-01 14:08:10,4,1,0,1,0.1333333333333333,7.5,4,1,0,1,0.1333333333333333,7.5,4,1,0,1,0.1333333333333333,7.5,4,1,0,1,0.1333333333333333,7.5,2024-05-01 14:08:10,8,4,1,4,0.2666666666666666,15.0,8,4,1,4,0.2666666666666666,15.0,8,4,1,4,0.2666666666666666,15.0,8,4,1,4,0.2666666666666666,15.0,2024-05-01 14:08:10,6,4,0,4,0.2,20.0,6,4,0,4,0.2,20.0,6,4,0,4,0.2,20.0,6,4,0,4,0.2,20.0,0.001933333333333333
2024-05-01 14:08:20,8,4,3,4,0.2666666666666666,15.0,8,4,3,4,0.2666666666666666,15.0,8,4,3,4,0.2666666666666666,15.0,8,4,3,4,0.2666666666666666,15.0,2024-05-01 14:08:20,16,8,4,8,0.5333333333333333,15.0,16,8,4,8,0.5333333333333333,15.0,16,8,4,8,0.5333333333333333,15.0,16,8,4,8,0.5333333333333333,15.0,2024-05-01 14:08:20,8,2,1,2,0.2666666666666666,7.5,8,2,1,2,0.2666666666666666,7.5,8,2,1,2,0.2666666666666666,7.5,8,2,1,2,0.2666666666666666,7.5,0.0041199999999999995
2024-05-01 14:08:30,15,7,2,7,0.5,14.0,15,7,2,7,0.5,14.0,15,7,2,7,0.5,14.0,15,7,2,7,0.5,14.0,2024-05-01 14:08:30,20,4,5,4,0.6666666666666666,6.0,20,4,5,4,0.6666666666666666,6.0,20,4,5,4,0.6666666666666666,6.0,20,4,5,4,0.6666666666666666,6.0,2024-05-01 14:08:30,8,0,3,0,0.2666666666666666,0.0,8,0,3,0,0.2666666666666666,0.0,8,0,3,0,0.2666666666666666,0.0,8,0,3,0,0.2666666666666666,0.0,0.006266666666666666
2024-05-01 14:08:40,18,3,7,3,0.6,5.0,18,3,7,3,0.6,5.0,18,3,7,3,0.6,5.0,18,3,7,3,0.6,5.0,2024-05-01 14:08:40,23,4,5,4,0.7666666666666667,5.217391304347826,23,4,5,4,0.7666666666666667,5.217391304347826,23,4,5,4,0.7666666666666667,5.217391304347826,23,4,5,4,0.7666666666666667,5.217391304347826,2024-05-01 14:08:40,8,0,0,0,0.2666666666666666,0.0,8,0,0,0,0.2666666666666666,0.0,8,0,0,0,0.2666666666666666,0.0,8,0,0,0,0.2666666666666666,0.0,0.007266666666666667
2024-05-01 14:08:50,19,1,4,1,0.6333333333333333,1.5789473684210529,19,1,4,1,0.6333333333333333,1.5789473684210529,19,1,4,1,0.6333333333333333,1.5789473684210529,19,1,4,1,0.6333333333333333,1.5789473684210529,2024-05-01 14:08:50,25,2,6,2,0.8333333333333334,2.4,25,2,6,2,0.8333333333333334,2.4,25,2,6,2,0.8333333333333334,2.4,25,2,6,2,0.8333333333333334,2.4,2024-05-01 14:08:50,8,0,4,0,0.2666666666666666,0.0,8,0,4,0,0.2666666666666666,0.0,8,0,4,0,0.2666666666666666,0.0,8,0,4,0,0.2666666666666666,0.0,0.008133333333333333
2024-05-01 14:09:00,22,3,2,3,0.7333333333333333,4.090909090909091,22,3,2,3,0.7333333333333333,4.090909090909091,22,3,2,3,0.7333333333333333,4.090909090909091,22,3,2,3,0.7333333333333333,4.090909090909091,2024-05-01 14:09:00,28,3,1,3,0.9333333333333332,3.2142857142857144,28,3,1,3,0.9333333333333332,3.2142857142857144,28,3,1,3,0.9333333333333332,3.2142857142857144,28,3,1,3,0.9333333333333332,3.2142857142857144,2024-05-01 14:09:00,8,0,0,0,0.2666666666666666,0.0,8,0,0,0,0.2666666666666666,0.0,8,0,0,0,0.2666666666666666,0.0,8,0,0,0,0.2666666666666666,0.0,0.009033333333333332
2024-05-01 14:09:10,23,1,1,1,0.7666666666666667,1.3043478260869563,23,1,1,1,0.7666666666666667,1.3043478260869563,23,1,1,1,0.7666666666666667,1.3043478260869563,23,1,1,1,0.7666666666666667,1.3043478260869563,2024-05-01 14:09:10,33,5,2,5,1.1,4.545454545454545,33,5,2,5,1.1,4.545454545454545,33,5,2,5,1.1,4.545454545454545,33,5,2,5,1.1,4.545454545454545,2024-05-01 14:09:10,9,1,0,1,0.3,3.333333333333333,9,1,0,1,0.3,3.333333333333333,9,1,0,1,0.3,3.333333333333333,9,1,0,1,0.3,3.333333333333333,0.008995238095238096
2024-05-01 14:09:20,26,3,4,3,0.8666666666666667,3.461538461538461,26,3,4,3,0.8666666666666667,3.461538461538461,26,3,4,3,0.8666666666666667,3.461538461538461,26,3,4,3,0.8666666666666667,3.461538461538461,2024-05-01 14:09:20,34,1,7,1,1.1333333333333333,0.8823529411764706,34,1,7,1,1.1333333333333333,0.8823529411764706,34,1,7,1,1.1333333333333333,0.8823529411764706,34,1,7,1,1.1333333333333333,0.8823529411764706,2024-05-01 14:09:20,9,0,0,0,0.3,0.0,9,0,0,0,0.3,0.0,9,0,0,0,0.3,0.0,9,0,0,0,0.3,0.0,0.011233333333333333
2024-05-01 14:09:30,29,4,1,4,0.9666666666666668,4.137931034482759,29,4,1,4,0.9666666666666668,4.137931034482759,29,4,1,4,0.9666666666666668,4.137931034482759,29,4,1,4,0.9666666666666668,4.137931034482759,2024-05-01 14:09:30,38,4,1,4,1.2666666666666666,3.1578947368421053,38,4,1,4,1.2666666666666666,3.1578947368421053,38,4,1,4,1.2666666666666666,3.1578947368421053,38,4,1,4,1.2666666666666666,3.1578947368421053,2024-05-01 14:09:30,9,0,1,0,0.3,0.0,9,0,1,0,0.3,0.0,9,0,1,0,0.3,0.0,9,0,1,0,0.3,0.0,0.012266666666666667
